idiom,lang,meaning,noun_translation
川向こうの火事,jp,,"['Kawamukai', 'fire']"
変われば変わる,jp,,[]
皮を切らせて肉を切り、肉を切らせて骨を切る,jp,,"['leather', 'meat', 'meat', 'Bone']"
華を去り実に就く,jp,,"['flower', 'fruit']"
間、髪を容れず,jp,,"['while', 'hair']"
間一髪,jp,,"['Maichi', 'hair']"
棺桶に片足を突っ込む,jp,,"['coffin', 'one leg']"
干戈を交える,jp,,['drought']
冠蓋相望む,jp,,"['crown cap', 'mutual desire', 'nothing']"
考えは雪隠,jp,,['idea']
考える葦,jp,,['reed']
勧学院の雀は蒙求を囀る,jp,,"['soliciting', 'hospital', 'sparrow', 'Mongolia']"
汗顔の至り,jp,,"['sweaty face', 'reach']"
勘気に触れる,jp,,['disfavour']
感極まる,jp,,['emotional']
勘気を被る,jp,,['disfavour']
間隙を生じる,jp,,['gap']
間隙を縫う,jp,,['gap']
閑古鳥が鳴く,jp,,"['quiet', 'bird']"
癇癪持ちの事破り,jp,,"['temper tantrum', 'holding', 'wreck']"
韓信の股くぐり,jp,,"['crotch', 'pass through']"
歓心を買う,jp,,['cheers']
勘定合って銭足らず,jp,,['and others']
勘定高い,jp,,['Account']
勘定に入れる,jp,,['Account']
坎井の蛙,jp,,['frog']
間然する所がない,jp,,['place']
間然するところなし,jp,,"['place', 'none']"
肝胆相照らす,jp,,['matching']
邯鄲の歩み,jp,,['walking']
邯鄲の枕,jp,,['pillow']
邯鄲の夢,jp,,['dreams']
肝胆を砕く,jp,,['liver and gall']
肝胆を披く,jp,,[]
奸知に長ける,jp,,[]
奸智にたける,jp,,['cunning']
缶詰になる,jp,,['canning']
干天の慈雨,jp,,"['dry weather', 'merciful rain']"
嚙んで吐き出すよう,jp,,['chew']
嚙んで含める,jp,,['chew']
官途に就く,jp,,['official job']
勘所を押さえる,jp,,['check point']
艱難、汝を玉にす,jp,,"['tribulation', 'thou', 'ball']"
寒に帷子、土用に布子,jp,,['Cold']
癇に障る,jp,,['kan']
簡にして要を得る,jp,,"['Simple', 'required']"
感に堪えない,jp,,['feeling']
癇に触れる,jp,,['kan']
堪忍五両、思案十両,jp,,"['endurance', 'five cars', 'pondering', 'Both']"
堪忍五両、負けて三両,jp,,"['endurance', 'five cars', 'Both']"
堪忍の忍の字が百貫する,jp,,"['endurance', 'Ninja', 'character', '100 kan']"
堪忍は一生の宝,jp,,"['endurance', 'lifetime', 'Treasure']"
堪忍袋の緒が切れる,jp,,"['endurance', 'bag', 'string']"
肝脳、地に塗る,jp,,"['liver brain', 'ground']"
疳の虫が起こる,jp,,"['of the bran', 'insect']"
汗馬の労,jp,,"['sweat horse', 'Labor']"
看板倒れ,jp,,"['signboard', 'fall down']"
看板に偽りあり,jp,,"['signboard', 'make believe', 'can be']"
看板に偽りなし,jp,,"['signboard', 'make believe', 'none']"
看板に傷が付く,jp,,"['signboard', 'scratch']"
看板にする,jp,,['signboard']
看板を下ろす,jp,,['signboard']
看板を掲げる,jp,,['signboard']
完膚無きまで,jp,,"['perfect skin', 'none']"
完膚無き迄に,jp,,['perfect skin']
完璧,jp,,['perfect']
管鮑の交わり,jp,,"['abalone', 'intersect']"
冠を挂く,jp,,['crown']
冠を曲げる,jp,,['crown']
歓楽極まりて哀情多し,jp,,"['rapture', 'sorrow', 'Jota']"
還暦,jp,,['60th birthday']
棺を蓋いて事定まる,jp,,"['coffin', 'stipulation']"
歓を極める,jp,,['delight']
款を通じる,jp,,['subsection']
款を通ずる,jp,,['subsection']
歓を尽くす,jp,,['delight']
管を以て天を窺う,jp,,"['tube', 'Heaven']"
気合が掛かる,jp,,['fighting spirit']
気合が入る,jp,,['fighting spirit']
気合を入れる,jp,,['fighting spirit']
気合を掛ける,jp,,['fighting spirit']
聞いた事は聞き捨て,jp,,"['case', 'Abandon']"
聞いた百文より見た一文,jp,,"['100 sentences', 'Sentence']"
利いた風,jp,,[]
聞いて呆れる,jp,,[]
聞いて極楽、見て地獄,jp,,"['paradise', 'hell']"
聞いてびっくり、見てびっくり,jp,,"['surprised', 'surprised']"
忌諱に触れる,jp,,['displeasure']
黄色い声,jp,,['voice']
気炎を上げる,jp,,['flames']
気炎を揚げる,jp,,['flames']
気炎を吐く,jp,,['flames']
既往は咎めず,jp,,['history']
奇貨、居くべし,jp,,"['strange money', 'should stay']"
幾何学に王道なし,jp,,"['study', 'royal road', 'none']"
聞かぬ事は後学にならず,jp,,"['case', 'future reference']"
木から落ちた猿,jp,,"['wood', 'monkey']"
亀鑑,jp,,[]
気が合う,jp,,['air']
気が多い,jp,,['air']
気が大きい,jp,,['air']
気が置けない,jp,,['air']
気が重い,jp,,['air']
気が利きすぎて間が抜ける,jp,,"['air', 'while']"
気が利く,jp,,['air']
気が気でない,jp,,"['air', 'air']"
気が腐る,jp,,['air']
気が差す,jp,,['air']
気が沈む,jp,,['air']
気が知れない,jp,,['air']
気が進まない,jp,,['air']
気が済む,jp,,['air']
気が急く,jp,,['air']
気が立つ,jp,,['air']
気が散る,jp,,['air']
気が付く,jp,,['air']
気が詰まる,jp,,['air']
気が強い,jp,,['air']
気が咎める,jp,,['air']
気が長い,jp,,['air']
気が抜ける,jp,,['air']
気が乗らない,jp,,['air']
気が乗る,jp,,['air']
気が弾む,jp,,['air']
気が早い,jp,,['air']
気が張る,jp,,['air']
気が引ける,jp,,['air']
気が塞ぐ,jp,,['air']
気が触れる,jp,,['air']
気が紛れる,jp,,['air']
気が回る,jp,,['air']
気が短い,jp,,['air']
気が向く,jp,,['air']
気が滅入る,jp,,['air']
気が揉める,jp,,['air']
気が休まる,jp,,['air']
気が緩む,jp,,['air']
気が弱い,jp,,['air']
気が若い,jp,,['air']
聞き上手の話し下手,jp,,"['to talk to', 'hand']"
聞き捨てならない,jp,,['abandoned']
忌諱に触れる,jp,,['displeasure']
聞き耳を立てる,jp,,['ear']
危急存亡の秋,jp,,"['urgent', 'life and death', 'autumn']"
帰去来,jp,,"['going home', 'come']"
飢饉は海から,jp,,"['famine', 'Sea']"
聞くと見るとは大違い,jp,,"['Big', 'difference']"
聞くは一時の恥、聞かぬは一生の恥,jp,,"['temporary', 'shame', 'lifetime', 'shame']"
気位が高い,jp,,['pride']
聞けば聞き腹,jp,,"['listen', 'stomach']"
聞けば気の毒、見れば目の毒,jp,,"['air', 'poison', 'eye', 'poison']"
機嫌を損ねる,jp,,['mood']
機嫌を取る,jp,,['mood']
騎虎の勢い,jp,,"['tiger', 'Momentum']"
樹静かならんと欲すれども風止まず,jp,,"['quiet tree', 'I want it', 'windshield']"
木七竹八塀十郎,jp,,['wall']
気色が悪い,jp,,['mood']
帰心、矢の如し,jp,,"['homecoming', 'arrow', 'Like']"
生地が出る,jp,,['material']
雉も鳴かずば撃たれまい,jp,,['pheasant']
喜寿,jp,,['Happy Birthday']
机上の空論,jp,,"['desktop', 'empty theory']"
生地を出す,jp,,['material']
傷口に塩,jp,,"['wound', 'salt']"
鬼籍に入る,jp,,['demon register']
期せずして,jp,,[]
機先を制する,jp,,['ahead of']
驥足を展ばす,jp,,[]
危殆に瀕する,jp,,[]
汚く稼いで清く暮らせ,jp,,[]
北に近ければ南に遠い,jp,,"['North', 'South']"
北枕,jp,,"['North', 'pillow']"
来る者は拒まず,jp,,['person']
機知に富む,jp,,['wit']
切った張った,jp,,[]
切っても切れない,jp,,[]
狐、その尾を濡らす,jp,,"['fox', 'tail']"
狐と狸,jp,,['raccoon dog']
狐虎の威を藉る,jp,,"['fox', 'authority']"
狐虎の威を借る,jp,,"['fox', 'authority']"
狐七化け、狸は八化け,jp,,"['fox', 'ghost', 'raccoon dog', 'Hachika']"
狐につままれる,jp,,['fox']
狐の子は面白,jp,,"['fox', 'Child']"
狐の嫁入り,jp,,"['fox', 'bride', 'enter']"
来て見ればさほどでもなし富士の山,jp,,['Mountain']
機転が利く,jp,,['resourcefulness']
木で鼻をくくる,jp,,"['wood', 'nose']"
軌道に乗る,jp,,['trajectory']
気に入る,jp,,['air']
気に掛かる,jp,,['air']
気に掛ける,jp,,['air']
気に食わない,jp,,['air']
気に障る,jp,,['air']
気にする,jp,,['air']
気に染まない,jp,,['air']
木に竹を接ぐ,jp,,"['wood', 'bamboo']"
気になる,jp,,['air']
気に病む,jp,,['air']
木に縁りて魚を求む,jp,,"['wood', 'fish']"
機に因りて法を説け,jp,,"['machine', 'law']"
絹を裂くよう,jp,,['silk']
昨日の今日,jp,,"['yesterday', 'now', 'Day']"
昨日の襤褸、今日の錦,jp,,"['yesterday', 'rags', 'today', 'Nishiki']"
昨日の友は今日の仇,jp,,"['yesterday', 'friend', 'today', 'enemy']"
昨日の友は今日の敵,jp,,"['yesterday', 'friend', 'today', 'enemy']"
昨日の淵は今日の瀬,jp,,"['yesterday', 'abyss', 'today', 'rapids']"
昨日は昨日、今日は今日,jp,,"['yesterday', 'today', 'today']"
昨日は今日の昔,jp,,"['yesterday', 'today', 'long ago']"
昨日は人の身、今日は我が身,jp,,"['yesterday', 'Man', 'body', 'today', 'Body']"
昨日は嫁、今日は姑,jp,,"['yesterday', 'bride', 'today', 'mother-in-law']"
気の利いた化け物は引っ込む時分,jp,,"['air', 'monster', 'Time', 'minutes']"
気の毒は身の毒,jp,,"['air', 'poison', 'body', 'poison']"
木登りは木で果てる,jp,,"['tree climbing', 'wood']"
木の股から生まれる,jp,,"['wood', 'crotch']"
木は木、金は金,jp,,"['wood', 'wood', 'Money', 'Money']"
気は心,jp,,"['air', 'heart']"
起爆剤になる,jp,,"['start', 'explosive']"
牙を研ぐ,jp,,['fang']
牙を鳴らす,jp,,['fang']
踵を返す,jp,,['heel']
踵を接する,jp,,['heel']
踵をつぐ,jp,,['heel']
踵を転ずる,jp,,['heel']
踵をめぐらす,jp,,['heel']
驥尾に付す,jp,,['tail']
機微に触れる,jp,,['subtleties']
木仏、金仏、石仏,jp,,"['wooden Buddha', 'Golden Buddha', 'stone Buddha']"
気骨が折れる,jp,,['grit']
決まりが付く,jp,,['rule']
決まりが悪い,jp,,['rule']
きまりが悪い,jp,,['rule']
決まりを付ける,jp,,['rule']
君、君たらずと雖も臣は臣たらざるべからず,jp,,"['also minister', 'vassal', 'strainer']"
君、辱めらるれば臣死す,jp,,[]
気味がいい,jp,,['feeling']
気味が悪い,jp,,['feeling']
気脈を通じる,jp,,['spirit']
君を思うも身を思う,jp,,['body']
決めてかかる,jp,,[]
鬼面、人を嚇す,jp,,"['demon mask', 'Man']"
肝が大きい,jp,,['liver']
肝が据わる,jp,,['liver']
胆が据わる,jp,,['gall']
肝が小さい,jp,,['liver']
肝が太い,jp,,['liver']
気持ちが傾く,jp,,['feeling']
気持ちを汲む,jp,,['feeling']
肝っ玉が据わる,jp,,"['Liver', 'ball']"
肝っ玉が太い,jp,,"['Liver', 'ball']"
木もと竹うら,jp,,"['wood', 'and others']"
肝に銘じる,jp,,[]
肝を砕く,jp,,['liver']
肝を消す,jp,,['liver']
肝を据える,jp,,['liver']
肝を潰す,jp,,['liver']
肝を冷やす,jp,,['liver']
鬼門,jp,,['demon gate']
客が付く,jp,,['guest']
客人一杯手八杯,jp,,"['guest', 'cup', 'Eight hands', 'cup']"
客と白鷺は立ったが見事,jp,,"['guest', 'Egret', 'case']"
客の朝起き,jp,,"['guest', 'getting up in the morning']"
脚光を浴びる,jp,,['limelight']
久闊を叙する,jp,,[]
九牛の一毛,jp,,['hair']
九死に一生を得る,jp,,['lifetime']
鳩首,jp,,['pigeon neck']
急所を衝く,jp,,['vital point']
急所を握る,jp,,['vital point']
九仞の功を一簣に虧く,jp,,"['success', 'A basket']"
窮すれば通ず,jp,,[]
窮鼠、猫を噛む,jp,,"['corner mouse', 'Cat']"
窮鳥懐に入れば猟師も殺さず,jp,,"['cornered bird', 'bosom', 'hunter']"
旧套を脱する,jp,,['conventionalism']
朽木は雕る可からず,jp,,['Yes']
窮余の一策,jp,,"['desperate', 'measure']"
久離を切る,jp,,['long distance']
笈を負う,jp,,['笈']
灸を据える,jp,,['Moxibustion']
杞憂,jp,,['unfounded fear']
今日あって明日ない身,jp,,['body']
胸襟を開く,jp,,['chest collar']
兄弟は他人の始まり,jp,,"['Brother', 'others', 'beginning']"
胸中、成竹あり,jp,,"['chest', 'Nartake', 'can be']"
今日できることを明日まで延ばすな,jp,,"['thing', 'tomorrow']"
橋頭堡,jp,,"['bridgehead', 'fortress']"
京に田舎あり,jp,,"['Kyoto', 'country', 'can be']"
興に入る,jp,,['excitement']
興に乗じる,jp,,['excitement']
興に乗る,jp,,['excitement']
京の着倒れ、大坂の食い倒れ,jp,,"['Kyoto', 'eating', 'fall down']"
今日の襤褸、明日の錦,jp,,"['today', 'rags', 'tomorrow', 'Nishiki']"
今日の後に今日なし,jp,,"['today', 'rear', 'today', 'none']"
今日の一針、明日の十針,jp,,"['today', 'one stitch', 'tomorrow', 'ten stitches']"
京の夢、大阪の夢,jp,,"['Kyoto', 'dreams', 'dreams']"
今日は人の上、明日は我が身の上,jp,,"['today', 'Man', 'Up', 'tomorrow', 'body', 'Up']"
今日は人の身、明日は我が身,jp,,"['today', 'Man', 'body', 'tomorrow', 'Body']"
京へ筑紫に坂東さ,jp,,['Kyoto']
喬木は風に折らる,jp,,['Wind']
狂瀾を既倒に廻らす,jp,,['bankruptcy']
興を添える,jp,,['excitement']
旭日昇天の勢い,jp,,"['rising sun', 'Ascension', 'Momentum']"
曲水の宴,jp,,"['curved water', 'feast']"
巨星墜つ,jp,,"['fall', 'one']"
虚勢を張る,jp,,['bravado']
挙措を失う,jp,,['behavior']
曲肱の楽しみ,jp,,"['curfew', 'fun']"
居は気を移す,jp,,"['residence', 'air']"
虚を衝く,jp,,['imaginary']
器用貧乏人宝,jp,,"['Poverty', 'Man', 'Treasure']"
清水の舞台から飛び下りる,jp,,['stage']
嫌いは知らぬの唐名,jp,,"['Hate', 'Chinese name']"
綺羅星の如し,jp,,"['Star', 'Like']"
錐の嚢中に処るが如し,jp,,"['cone', 'in the sac']"
桐一葉,jp,,['leaf']
切り札を出す,jp,,['trump']
器量は当座の花,jp,,"['dignity', 'current', 'flower']"
器量より気前,jp,,"['dignity', 'air', 'Previous']"
器量を下げる,jp,,['dignity']
切りを付ける,jp,,['cut']
麒麟児,jp,,"['giraffe', 'child']"
切る手遅かれ,jp,,['hand']
岐路に立つ,jp,,['crossroads']
機を逸する,jp,,['machine']
軌を一にす,jp,,['track']
気を入れる,jp,,['air']
気を失う,jp,,['air']
気を落とす,jp,,['air']
気を利かせる,jp,,['air']
気を配る,jp,,['air']
気を静める,jp,,['air']
気を確かに持つ,jp,,['air']
気を使う,jp,,['air']
気を遣う,jp,,['air']
気を付ける,jp,,['air']
奇を衒う,jp,,['strange']
気を取られる,jp,,['air']
気を取り直す,jp,,['air']
気を抜く,jp,,['air']
気を呑まれる,jp,,['air']
気を吐く,jp,,['air']
気を引く,jp,,['air']
気を回す,jp,,['air']
木を見て森を見ない,jp,,"['wood', 'Woods']"
機を見るに敏,jp,,"['machine', 'agility']"
気を持たせる,jp,,['air']
気を揉む,jp,,['air']
気を許す,jp,,['air']
気を悪くする,jp,,['air']
槿花一日の栄,jp,,"['Gemini', 'Day', 'Sakae']"
金魚の糞,jp,,"['Goldfish', 'shit']"
金銀は回り持ち,jp,,"['gold and silver', 'round trip']"
琴瑟相和す,jp,,['Awa']
金字塔,jp,,"['gold letter', 'tower']"
錦上、花を添える,jp,,"['Nishikijo', 'flower']"
金石の交わり,jp,,['intersect']
琴線に触れる,jp,,['Heartstring']
金銭は他人,jp,,"['money', 'other', 'Man']"
禁断の木の実,jp,,"['forbidden', 'wood', 'fruit']"
金的を射落とす,jp,,"['gold', 'shot down']"
金時の火事見舞い,jp,,"['fire', 'visit']"
金の卵を産む鵞鳥を殺すな,jp,,"['Money', 'egg', 'goose']"
勤勉は成功の母,jp,,"['diligence', 'success', 'mother']"
金蘭の契り,jp,,['promise']
苦あれば楽あり,jp,,['Easy']
苦あれば楽あり、楽あれば苦あり,jp,,[]
株を守りて兎を待つ,jp,,"['stock', 'rabbit']"
食い足りない,jp,,[]
食い溜め寝溜めは何にもならぬ,jp,,['reservoir']
食い付き馬に乗ったよう,jp,,"['bite', 'Horse']"
食いつく犬は吠えつかぬ,jp,,['dog']
食い物と念仏は一口ずつ,jp,,"['food', 'nembutsu', 'bite', 'one']"
食うか食われるか,jp,,[]
空谷の跫音,jp,,['footsteps']
食うことは今日食い、言うことは明日言え,jp,,"['thing', 'thing']"
食うた餅より心持ち,jp,,"['Tamochi', 'feelings']"
食うに倒れず病むに倒れる,jp,,[]
空腹は最上のソース,jp,,"['Hunger', 'Mogami', 'sauce']"
食うや食わず,jp,,[]
食えない,jp,,[]
釘の裏を返す,jp,,"['nail', 'back']"
釘を刺す,jp,,['nail']
臭い飯を食う,jp,,['smelly rice']
臭い物に蓋をする,jp,,"['object', 'lid']"
臭いもの身知らず,jp,,"['thing', 'and others']"
草木も靡く,jp,,['plants']
草木も眠る,jp,,['plants']
草木も眠る丑三つ時,jp,,"['plants', 'ox', 'one', 'Time']"
腐っても鯛,jp,,['sea bream']
楔を打ち込む,jp,,['wedge']
腐れ縁は離れず,jp,,"['rotten', 'edge']"
草を打って蛇を驚かす,jp,,"['grass', 'snake']"
櫛の歯が欠けたよう,jp,,"['Comb', 'teeth']"
櫛の歯を挽く,jp,,"['Comb', 'teeth']"
九尺二間に戸が一枚,jp,,"['shaku', 'while', 'door', 'Sheet']"
孔子の倒れ,jp,,['fall down']
薬師は人を殺せど薬人を殺さず,jp,,"['Man', 'drug person']"
楠の木分限、梅の木分限,jp,,"['tree branch', 'limit', 'plum', 'tree branch', 'limit']"
薬が効く,jp,,['medicine']
薬になる,jp,,['medicine']
薬は毒ほど効かぬ,jp,,"['medicine', 'poison', 'effect']"
薬は身の毒,jp,,"['medicine', 'body', 'poison']"
薬人を殺さず、薬師人を殺す,jp,,"['drug person', 'Man']"
薬も過ぎれば毒となる,jp,,"['medicine', 'poison']"
薬より養生,jp,,"['medicine', 'curing']"
苦する良かろう楽する悪かろう,jp,,[]
糞食らえ,jp,,['shit']
糞も味噌も一緒,jp,,"['feces too', 'miso', 'together']"
糞を食らえ,jp,,['shit']
管の穴から天を覗く,jp,,"['tube', 'hole', 'Heaven']"
管を巻く,jp,,['tube']
管を以て天を窺う,jp,,"['tube', 'Heaven']"
件の如し,jp,,"['subject', 'Like']"
口あれば京に上る,jp,,['Kyoto']
口裏を合わせる,jp,,['back of mouth']
口数が多い,jp,,['number of words']
口から先に生まれる,jp,,"['mouth', 'Destination']"
口から出れば世間,jp,,"['mouth', 'world']"
口が動けば手が止む,jp,,"['mouth', 'hand']"
口が多い,jp,,['mouth']
口が奢る,jp,,['mouth']
口が重い,jp,,['mouth']
口が掛かる,jp,,['mouth']
口が堅い,jp,,['mouth']
口が軽い,jp,,['mouth']
口が腐っても,jp,,['mouth']
口が肥える,jp,,['mouth']
口が裂けても,jp,,['mouth']
口が寂しい,jp,,['mouth']
口が過ぎる,jp,,['mouth']
口が干上がる,jp,,"['mouth', 'dried up']"
口が減らない,jp,,['mouth']
口が曲がる,jp,,['mouth']
口が回る,jp,,['mouth']
口が悪い,jp,,['mouth']
朽ち木は柱にならぬ,jp,,"['decaying tree', 'pillar']"
口車に乗せる,jp,,['slogan']
口先の裃,jp,,"['lips', 'kamishimo']"
口自慢の仕事下手,jp,,"['mouth', 'bragging', 'work', 'under', 'hand']"
口添えをする,jp,,['compliment']
口叩きの手足らず,jp,,"['smack', 'limbs', 'and others']"
口では大阪の城も建つ,jp,,"['mouth', 'castle']"
口と財布は締めるが得,jp,,"['mouth', 'wallet', 'get']"
口に合う,jp,,['mouth']
口にする,jp,,['mouth']
口に出す,jp,,['mouth']
口に上る,jp,,['mouth']
口には関所がない,jp,,"['mouth', 'Checkpoint']"
口に針,jp,,"['mouth', 'needle']"
